licensee_name,street,city,state,zip,licensee_number,channel_type,account_name,rtd_contract,location
MULUSHEWA GRILLE,"8241 GEORGIA AVENUE, SUITE 200",silver_spring,MD,20910,BBWLHR1267555,On Premise,"MULUSHEWA, LLC",No,"8241 GEORGIA AVENUE, SUITE 200 SILVER SPRING MD 20910"
MUNDO LATINO MARKET II,2307 UNIVERSITY BLVD W,silver_spring,MD,20902,DBW916412,On/Off-Premise,MUNDO MARKET II,Yes,2307 UNIVERSITY BLVD W SILVER SPRING MD 20902
MUOI TIEU,7006 CARROLL AVE SUITE #A,takoma_park,MD,20912,HBWHR1096436,On Premise,"MARK'S KITCHEN, LLC",No,7006 CARROLL AVE SUITE #A TAKOMA PARK MD 20912
MUSE PAINTBAR,217 BOARDWALK PLACE,gaithersburg,MD,20878,HBWHR372276,On Premise,"EAD ENTERTAINMENT, LLC",No,217 BOARDWALK PLACE GAITHERSBURG MD 20878
MUSSEL BAR & GRILLE,4903 CORDELL AVE,bethesda,MD,20814,BBWLHR1232495,On Premise,WLM LLC,No,4903 CORDELL AVE BETHESDA MD 20814
MYKONOS GRILL,121 CONGRESSIONAL LANE,rockville,MD,20852,BBWLHR210,On Premise,"HANE RESTAURANT, INC.",No,121 CONGRESSIONAL LANE ROCKVILLE MD 20852
MYKONOS RESTAURANT,7965 TUCKERMAN LANE,potomac,MD,20854,BBWLHR1544544,On Premise,"GEROSO, LLC",No,7965 TUCKERMAN LANE POTOMAC MD 20854
NAGOYA SUSHI,402 KING FARM BLVD SUITE 130,rockville,MD,20850,HBWHR998420,On Premise,HE TANG MOON GROUP LLC,No,402 KING FARM BLVD SUITE 130 ROCKVILLE MD 20850
NAILSALOON,5449 WISCONSIN AVENUE,chevy_chase,MD,20815,SCBBWL1162496,On Premise,NAILSALOON CHEVY CHASE LLC,No,5449 WISCONSIN AVENUE CHEVY CHASE MD 20815
NANCY'S KITCHEN,3808 INTERNATIONAL DRIVE,silver_spring,MD,20906,HBW065,On Premise,NANCY'S KITCHEN OF SILVER SPRI,No,3808 INTERNATIONAL DRIVE SILVER SPRING MD 20906
NANDO'S PERI PERI,922 ROSE AVENUE,north_bethesda,MD,20852,BBWLHR34549,On Premise,"NANDO'S OF PIKE & ROSE, LLC",No,922 ROSE AVENUE NORTH BETHESDA MD 20852
NANDO'S PERI PERI - GAITHERSBURG,224 BOARDWALK PLACE,gaithersburg,MD,20878,BBWLHR666,On Premise,"NANDO'S OF GAITHERSBURG, LLC",No,224 BOARDWALK PLACE GAITHERSBURG MD 20878
NANDO'S PERI PERI - SILVER SPRING,924 ELLSWORTH DRIVE,silver_spring,MD,20910,BBWLHR606,On Premise,"NANDO'S OF SILVER SPRING, LLC",No,924 ELLSWORTH DRIVE SILVER SPRING MD 20910
NANDO'S PERI PERI - WHEATON,11160 VEIRS MILL ROAD SPACE P205,wheaton,MD,20902,BBWLHR23474,On Premise,"NANDO'S OF WHEATON, LLC",No,11160 VEIRS MILL ROAD SPACE P205 WHEATON MD 20902
NAN XIANG SOUP DUMPLINGS,7101 DEMOCRACY BLVD #2350,bethesda,MD,20817,BBWLHR1976545,On Premise,2350 BETHESDA LLC,No,7101 DEMOCRACY BLVD #2350 BETHESDA MD 20817
NAZRAWI ETHIOPIAN RESTAURANT,952 SLIGO AVENUE,silver_spring,MD,20910,BBWLHR884399,On Premise,MESEYE ENTERPRISES LLC,No,952 SLIGO AVENUE SILVER SPRING MD 20910
N-BETHESDA SOCCER CLUB,8717 GROVEMONT CIRCLE,gaithersburg,MD,20877,BBWHR,On Premise,BETHESDA SOCCER CLUB INC.,No,8717 GROVEMONT CIRCLE GAITHERSBURG MD 20877
N-BISCUT MARKET & CARRY OUT,7849 EASTERN AVE,silver_spring,MD,20910,BBWLHR2119546,On Premise,BISCUT LLC,No,7849 EASTERN AVE SILVER SPRING MD 20910
N-CLUB CAPRI,11222 GRANDVIEW AVE,silver_spring,MD,20902,BBWLHR,On Premise,"CLUB CAPRI, LLC",No,11222 GRANDVIEW AVE SILVER SRING MD 20902
N-COMEDOR SAN ALEJO,7643 NEW HAMPSHIRE AVENUE,takoma_park,MD,20912,DBWL1492544,On Premise,ALVARADO INDUSTRIES LLC,No,7643 NEW HAMPSHIRE AVENUE TAKOMA PARK MD 20912
NEEDWOOD GOLF COURSE,6724 NEEDWOOD ROAD,derwood,MD,20855,BBWLCL229,On Premise,MONTGOMERY CO. REV.AUTHORITY,No,6724 NEEDWOOD ROAD DERWOOD MD 20855
N-EL PATIO TRAVILLE,9755 TRAVILLE GATEWAY DR,rockville,MD,20850,BDBWL,On/Off-Premise,"EL PATIO INTERNATIONAL, INC",No,9755 TRAVILLE GATEWAY DR ROCKVILLE MD 20850
N-ENCRYPTED ESCAPE BETHESDA,4936 FAIRMONT AVE,unknown,MD,20814,DBW,On/Off-Premise,ENCRYPTED ESCAPE BETHESDA LLC,No,4936 FAIRMONT AVE MD MD 20814
N-ERISTAR CAFE AND RESTAURANT,15412 NEW HAMPSHIRE AVE,silver_spring,MD,20905,BBWLHR2002544,On Premise,ERISTAR CAFE AND RESTAURANT LLC,No,15412 NEW HAMPSHIRE AVE SILVER SPRING MD 20905
NEW PAUL KEE,"11305 GEORGIA AVENUE, UNIT B",wheaton,MD,20902,HBWHR1218498,On Premise,SHIMIAODAO LLC,No,"11305 GEORGIA AVENUE, UNIT B WHEATON MD 20902"
NEWS EXPRESS,4853 CORDELL AVE,bethesda,MD,20814,ABW262,Off Premise,NEWS EXPRESS,No,4853 CORDELL AVE BETHESDA MD 20814
NEW SILVER FOUNTAIN RESTAURANT,13533 CONNECTICUT AVE,silver_spring,MD,20906,BBWLHR771,On Premise,"NEW SILVER FOUNTAIN, INC",No,13533 CONNECTICUT AVE SILVER SPRING MD 20906
NEW VILLAGE RESTAURANT,11540 MIDDLEBROOK ROAD,germantown,MD,20876,BBWHR25277,On/Off-Premise,"58UNITY,LLC",No,11540 MIDDLEBROOK ROAD GERMANTOWN MD 20876
NEW YORK MART,15108 FREDERICK ROAD,rockville,MD,20850,ABWS23008,Off Premise,NEW YORK MART MD. INC,No,15108 FREDERICK ROAD ROCKVILLE MD 20850
N-FINGERPRINTING,202 EDISON PARK DR,gaithersburg,MD,20878,34229,On Premise,FINGERPRINTING,No,202 EDISON PARK DR GAITHERSBURG MD 20878
N-FISH TACO OF DARNESTOWN,12117 DARNESTOWN ROAD,gaithersburg,MD,20878,BBWLHR,On Premise,FISH TACO OF DARNESTOWN LLC,No,12117 DARNESTOWN ROAD GAITHERSBURG MD 20878
N-GENKI WAGYU HOUSE,860 FESTIVAL ST,rockville,MD,20852,HBWHR,On Premise,GENKI ROCKVILLE LLC,No,860 FESTIVAL ST ROCKVILLE MD 20852
NINJA SUSHI,13452 NEW HAMPSHIRE AVE,silver_spring,MD,20904,BBWLHR1466547,On Premise,NINJA SUSHI 99 LLC,No,13452 NEW HAMPSHIRE AVE SILVER SPRING MD 20904
NIRVANA INDIAN CUSINE,3474 OLNEY LAYTONSVILLE ROAD,olney,MD,20832,HBWHR31664,On Premise,NIRVANA RESTAURANT LLC,No,3474 OLNEY LAYTONSVILLE ROAD OLNEY MD 20832
NIWANO HANA,887 ROCKVILLE PIKE,rockville,MD,20852,BBWLHR35795,On/Off-Premise,"NIWANO HANA HS,INC.",No,887 ROCKVILLE PIKE ROCKVILLE MD 20852
N-KENTLANDS BEER & WINE,414 MAIN ST. SUITE 100,gaithersburg,MD,20878,ABW,Off Premise,LUMANTI LLC,No,414 MAIN ST. SUITE 100 GAITHERSBURG MD 20878
N-MARATHON DELI & GRILL,10619 CONNECTICUT AVE,kensington,MD,20895,BBWHR,On/Off-Premise,LEFKAS ENTERPRISE INC,No,10619 CONNECTICUT AVE KENSINGTON MD 20895
N-MAURIZIOS,10120 RIVER RD,potomac,MD,20854,BBWLHR,On Premise,"CG POTOMAC, LLC",No,10120 RIVER RD POTOMAC MD 20854
N-MOMIJI,1201 FIDLER LANE,silver_spring,MD,20910,BBWLHR,On Premise,MOMIJI SUSHI LLC,No,1201 FIDLER LANE SILVER SPRING MD 20910
N-NO REGRETS TO GO,4925 FAIRMONT AVE,bethesda,MD,20814,HBWHR,On Premise,"NO REGRETS PIZZA CO, LLC",No,4925 FAIRMONT AVE BETHESDA MD 20814
N-NORMANDIE FARM,10710 FALLS ROAD,potomac,MD,20854,BBWLHR1205504,On Premise,"NFBG, LLC",No,10710 FALLS ROAD POTOMAC MD 20854
NOODLE KING RESTAURANT,12705 NEW HAMPSHIRE AVENUE,silver_spring,MD,20904,HBWHR34641,On Premise,"UNITED XU, INC.",No,12705 NEW HAMPSHIRE AVENUE SILVER SPRING MD 20904
NORBECK COUNTRY CLUB,17200 CASHELL ROAD,rockville,MD,20853,CBWLCCO29874,On Premise,"NORBECK CC, LLC",No,17200 CASHELL ROAD ROCKVILLE MD 20853
NO REGRETS PIZZA,5454 NICHOLSON LANE,bethesda,MD,20852,BBWLHR1142497,On Premise,NO REGRETS PIZZA COMPANY LLC,No,5454 NICHOLSON LANE BETHESDA MD 20852
NORTHWEST GOLF COURSE,15711 LAYHILL ROAD,silver_spring,MD,20906,BBWLCL231,On Premise,MONTGOMERY CO. REV. AUTHORITY,No,15711 LAYHILL ROAD SILVER SPRING MD 20906
NOT YOUR AVERAGE JOE'S - BETHESDA,"10400 OLD GEORGETOWN ROAD, 6A",bethesda,MD,20814,BBWLHR21761,On Premise,"NOT YOUR AVERAGE JOE'S MD, LLC",No,"10400 OLD GEORGETOWN ROAD, 6A BETHESDA MD 20814"
N-Our Family Restaurant,201 EDISON PARK DR,gaithersburg,MD,00000,BBWLHR756356,On Premise,"Our Family Restaurant, LLC",No,201 EDISON PARK DR GAITHERSBURG MD 00000
NOVA EUROPA RESTAURANT,1311 LAMBERTON DRIVE,silver_spring,MD,20902,BBWLHR091,On Premise,"NOVA EUROPA RESTURANT, INC.",No,1311 LAMBERTON DRIVE SILVER SPRING MD 20902
N-PRIME COFFEE & BAKERY,930 THAYER AVENUE,silver_spring,MD,20910,HBWHR2078544,On Premise,DREAM LINE INTERNATIONAL LLC,No,930 THAYER AVENUE SILVER SPRING MD 20910
N-RALLY LATIN AMERICAN CUISINE,2302 PRICE AVENUE,silver_spring,MD,20902,BBWLHR,On Premise,RALLY SPORTS BAR & GRILL LLC,No,2302 PRICE AVENUE SILVER SPRING MD 20902
N-RETAIL TASTINGS - SALES REP PURCHASE,202 EDISON PARK DR,gaithersburg,MD,20878,34230,On Premise,RETAIL TASTINGS - SALES REP PURCHASE,No,202 EDISON PARK DR GAITHERSBURG MD 20878
N-ROMERO'S ITALIAN RESTAURANT,2666 UNIVERSITY BLVD,silver_spring,MD,20902,HBWHR,On Premise,ROMERO'S ITALIAN RESTAURANT LLC,No,2666 UNIVERSITY BLVD SILVER SPRING MD 20902
N- RTD TEST CUSTOMER1,901 Edison Park Dr,gaithersburg,MD,00000,BW13219918,Off Premise,RTD TEST CUSTOMER1,No,901 Edison Park Dr Gaithersburg MD 00000
N-RTD TEST CUSTOMER2,902 Edison Park dr,gaithersburg,MD,0000,CV12821891,Off Premise,RTD TEST CUSTOMER2,Yes,902 Edison Park dr Gaithersburg MD 0000
N-SHIKI FUSION,7101 DEMOCRACY BLVD #3200,bethesda,MD,20817,BBWLHR,On Premise,SHIKI BISTRO BETHESDA INC,No,7101 DEMOCRACY BLVD #3200 BETHESDA MD 20817
N-SILK ROUTE,4839 DEL RAY AVE,bethesda,MD,20814,BBWLHR,On Premise,SILK ROUTE LLC,No,4839 DEL RAY AVE BETHESDA MD 20814
NT-DISCOVERY VILLAGE CHEVY CHASE,8100 CONNECTICUT AVE,chevy_chase,MD,20815,BBWLHR,On Premise,SNH CCMD TENANT LLC,No,8100 CONNECTICUT AVE CHEVY CHASE MD 20815
NT-FINOT MARKET,8107 FENTON ST,silver_spring,MD,20910,ABWS,Off Premise,"FINOT MARKET, LLC",No,8107 FENTON ST SILVER SPRING MD 20910
NT- FRIENDSHIP GOURMET MARKET,"5550 FRIENDSHIP BOULEVARD, SUITE T-50",chevy_chase,MD,20815,DBW2213544,On/Off-Premise,"TAAF, LLC",No,"5550 FRIENDSHIP BOULEVARD, SUITE T-50 CHEVY CHASE MD 20815"
NT-HOUSE OF FOONG LIN,4613 WILLOW LANE,chevy_chase,MD,20815,BBWLHR,On Premise,"HOUSE OF FOONG LIN, LLC",No,4613 WILLOW LANE CHEVY CHASE MD 20815
NT-MUOI TIEU,"7006 CARROLL AVE, SUITE A",takoma_park,MD,20912,BBWHR2222544,On/Off-Premise,"MUOI TIEU KITHCEN,LLC",No,"7006 CARROLL AVE, SUITE A TAKOMA PARK MD 20912"
NT-NEWS EXPRESS,4853 CORDELL AVENUE,bethesda,MD,20814,ABW,Off Premise,"PNB ENTERPRISE, INC",No,4853 CORDELL AVENUE BETHESDA MD 20814
N-T-POT & BBQ,9679 LOST KNIFE ROAD,gaithersburg,MD,20877,BBWLHR,On Premise,TONY INC,No,9679 LOST KNIFE ROAD GAITHERSBURG MD 20877
N-WAREHOUSE - PRE ORDER PURCHASE,202 EDISON PARK DR,gaithersburg,MD,20878,34232,On Premise,WAREHOUSE - PRE ORDER PURCHASE,No,202 EDISON PARK DR GAITHERSBURG MD 20878
N-WESTBARD SQUARE,5400 WESTBARD AVE #250,bethesda,MD,20816,COM2090544,On Premise,WESTBARD SQUARE LQR LLC,No,5400 WESTBARD AVE #250 BETHESDA MD 20816
O'DONNELL'S MARKET,1073 SEVEN LOCKS ROAD,rockville,MD,20854,HBW21614,On Premise,"O'DONNELL'S MARKET, LLC",No,1073 SEVEN LOCKS ROAD ROCKVILLE MD 20854
OGEIS CHICKEN & SUBS,293 MUDDY BRANCH ROAD,gaithersburg,MD,20878,BBWLHR31868,On Premise,A.C. GRILL INC.,No,293 MUDDY BRANCH ROAD GAITHERSBURG MD 20878
OLAZZO,7921 NORFOLK AVE,bethesda,MD,20814,BBWLHR242,On Premise,LAZIOS INC,No,7921 NORFOLK AVE BETHESDA MD 20814
OLD ANGLERS INN,10801 MACARTHUR BLVD.,potomac,MD,20854,BBWLHR060,On Premise,"MARYLAND CATERING CO., INC.",No,10801 MACARTHUR BLVD. POTOMAC MD 20854
OLDE TOWNE CAFE,226 E. DIAMOND AVE.,gaithersburg,MD,20877,BBWLHR359274,On Premise,OLDE TOWNE CAFE LLC,No,226 E. DIAMOND AVE. GAITHERSBURG MD 20877
OLD TOWN MARKET,10251 KENSINGTON PARKWAY,kensington,MD,20895,ABWS243,Off Premise,"COOPERSMITH, INC",Yes,10251 KENSINGTON PARKWAY KENSINGTON MD 20895
OLD WORLD FAVORITES,3854 INTERNATIONAL DR.,silver_spring,MD,20906,DBW027,On/Off-Premise,"SATSHIV, INC.",Yes,3854 INTERNATIONAL DR. SILVER SPRING MD 20906
OLIVE LOUNGE,7006 CARROLL AVE,takoma_park,MD,20912,BBWLHR041,On Premise,"3H BROTHERS, INC.",No,7006 CARROLL AVE TAKOMA PARK MD 20912
"OLLIE'S BEER, WINE AND DELI",2011-A VIERS MILL ROAD,rockville,MD,20851,ABW287,Off Premise,"SREYPICH, LLC",Yes,2011-A VIERS MILL ROAD ROCKVILLE MD 20851
OLNEY ALE HOUSE,2000 OLNEY SANDY SPRING RD,olney,MD,20832,BBWLHR1378544,On Premise,2000 OLNEY SANDY SPRING INC,No,2000 OLNEY SANDY SPRING RD OLNEY MD 20832
OLNEY BEER & WINE,18316 VILLAGE CENTER DR,olney,MD,20832,BDBWL39022,On/Off-Premise,"OLNEY BEER & WINE, INC.",Yes,18316 VILLAGE CENTER DR OLNEY MD 20832
OLNEY STATION BURGERS & BREWS,3418 OLNEY LAYTONSVILLE RD,olney,MD,20832,BBWLHR1925544,On Premise,"SARDIS FUSION, INC",No,3418 OLNEY LAYTONSVILLE RD OLNEY MD 20832
OLNEY THEATRE CENTER,2001 OLNEY-SANDY SPRING ROAD,olney,MD,20832,SBWLCPA003,On Premise,OLNEY THEATRE CENTER FOR THE A,No,2001 OLNEY-SANDY SPRING ROAD OLNEY MD 20832
OM INDIAN RESTAURANT,"785 ROCKVILLE PIKE, UNIT K",rockville,MD,20852,HBW220,On Premise,"JACREAS ENTERPRISES, INC",No,"785 ROCKVILLE PIKE, UNIT K ROCKVILLE MD 20852"
ON ST ELMO/FLYING BUDDHA,4915 ST ELMO AVENUE,bethesda,MD,20814,BDBWL1001429,On/Off-Premise,BELLASHED LLC,No,4915 ST ELMO AVENUE BETHESDA MD 20814
ON THE VINE,15230 SIESTA KEY WAY,rockville,MD,20850,DBW37415,On/Off-Premise,"TANGRI, LLC",Yes,15230 SIESTA KEY WAY ROCKVILLE MD 20850
OSAKA RAMEN & SUSHI,12146 DARNESTOWN RD,gaithersburg,MD,20878,BBWHR1406544,On/Off-Premise,PD98 LLC,No,12146 DARNESTOWN RD GAITHERSBURG MD 20878
OUTBACK STEAKHOUSE - ASPEN HILL,13703 GEORGIA AVE,silver_spring,MD,20906,BBWLHR472,On Premise,"OUTBACK OF ASPEN HILL, INC.",No,13703 GEORGIA AVE SILVER SPRING MD 20906
OUTTA THE WAY CAFE,17503 REDLAND ROAD,derwood,MD,20855,BBWLHR063,On Premise,REST. MNGMT. ACQ. INC.,No,17503 REDLAND ROAD DERWOOD MD 20855
OWENS ORDINARY,11820 TRADE STREET,north_bethesda,MD,20852,BBWLHR24646,On Premise,"NEIGHBORHOOD REST. GROUP XX, LLC",No,11820 TRADE STREET NORTH BETHESDA MD 20852
PACCI'S TRATTORIA,6 POST OFFICE ROAD,silver_spring,MD,20910,BBWLHR680,On Premise,"PACCI'S TRATTORIA, LLC",No,6 POST OFFICE ROAD SILVER SPRING MD 20910
PAINT NAIL BAR,7928 WISCONSIN AVENUE,bethesda,MD,20814,SCBBWL1079435,On Premise,PAINT NAIL BAR BETHESDA LLC,No,7928 WISCONSIN AVENUE BETHESDA MD 20814
PALMERAS RESTAURANT,2545 ENNALLS AVE,wheaton,MD,20902,BBWLHR949410,On Premise,PALMERAS RESTAURANT LLC,No,2545 ENNALLS AVE WHEATON MD 20902
PAMA THAI,12525 PARK POTOMAC AVE,potomac,MD,20854,BDBWL949411,On/Off-Premise,PAMA LLC,No,12525 PARK POTOMAC AVE POTOMAC MD 20854
PANSA LLENA,"11279 NEW HAMPSHIRE AVE, UNIT A",silver_spring,MD,20904,BBWLHR473,On Premise,"RED GROUP, INC.",No,"11279 NEW HAMPSHIRE AVE, UNIT A SILVER SPRING MD 20904"
PARKWAY DELICATESSEN,8317 GRUBB ROAD,silver_spring,MD,20910,BBWHR031,On/Off-Premise,G.G.S. INCORPORATED,Yes,8317 GRUBB ROAD SILVER SPRING MD 20910
PARTY TIME BEER & WINE,11443 GEORGIA AVE,silver_spring,MD,20902,ABW095,Off Premise,NONE,Yes,11443 GEORGIA AVE SILVER SPRING MD 20902
PASSAGE TO INDIA,4931 CORDELL AVENUE,bethesda,MD,20814,BBWLHR1830544,On Premise,INDIGO INDIA LLC,No,4931 CORDELL AVENUE BETHESDA MD 20814
PASSION FIN ASIAN BISTRO,4611 SANGAMORE ROAD,bethesda,MD,20816,BBWHR722,On/Off-Premise,"PASSION SUSHI, INC.",No,4611 SANGAMORE ROAD BETHESDA MD 20816
PASSION NAIL SPA - CLARKSBURG,"12051 CHESTNUT BRANCH WAY, C-2",clarksburg,MD,20871,SCBBWL0004,On Premise,"KCD NGUYEN II, LLC",No,"12051 CHESTNUT BRANCH WAY, C-2 CLARKSBURG MD 20871"
PERSIMMON,7003 WISCONSIN AVE,chevy_chase,MD,20815,BBWLHR1014418,On Premise,CHICKADEE LLC,No,7003 WISCONSIN AVE CHEVY CHASE MD 20815
PETER CHANG,637 N FREDERICK AVE,gaithersburg,MD,20879,BBWLHR1246550,On Premise,PC GAITHERSBURG LLC,No,637 N FREDERICK AVE GAITHERSBURG MD 20879
PETERS CARRY OUT,8017 WISCONSIN AVE,bethesda,MD,20814,BBWHR029,On/Off-Premise,PETERS CARRY OUT,No,8017 WISCONSIN AVE BETHESDA MD 20814
PHOLUSCIOUS,10048 DARNESTOWN ROAD,rockville,MD,20850,HBW318,On Premise,"HAPPY HUB, INC.",No,10048 DARNESTOWN ROAD ROCKVILLE MD 20850
PHO TAN VINH,8705 COLESVILLE ROAD,silver_spring,MD,20910,BBWLHR846,On Premise,TAN VINH CORPORATION,No,8705 COLESVILLE ROAD SILVER SPRING MD 20910
PHO VIET USA,4917 CORDELL AVE.,bethesda,MD,20814,BBWLHR489304,On Premise,"PHO VIET USA, INC.",No,4917 CORDELL AVE. BETHESDA MD 20814
PHO WHEATON & BANH MI,11232 GRANDVIEW AVE,silver_spring,MD,20902,HBW034,On Premise,SAIGONESE RESTAURANT INC.,No,11232 GRANDVIEW AVE SILVER SPRING MD 20902
PICANTERIA EL PICARON,2417 UNIVERSITY BLVD W,silver_spring,MD,20902,BBWLHR1762545,On Premise,"F PICARON, LLC",No,2417 UNIVERSITY BLVD W SILVER SPRING MD 20902
PICCA POLLO A LA BRASA,13000 MIDDLEBROOK ROAD,germantown,MD,20874,BBWLHR854,On Premise,"PICCA CHICKEN, INC",No,13000 MIDDLEBROOK ROAD GERMANTOWN MD 20874
PICCOLI PIATTI,10257 OLD GEORGETOWN RD.,bethesda,MD,20814,HBWHR393274,On Premise,"PICCOLI PIATTI, INC.",No,10257 OLD GEORGETOWN RD. BETHESDA MD 20814
PICCOLI PIATTI,5306 ZENITH OVERLOOK,bethesda,MD,20816,HBWHR1659544,On Premise,"PICCOLI PIATTI OF WESTBARD, LLC",No,5306 ZENITH OVERLOOK BETHESDA MD 20816
PIKE EL DIAMANTE,4906 ST ELMO AVE,bethesda,MD,20814,BBWLHR1413544,On Premise,PIKE EL DIAMANTE LLC,No,4906 ST ELMO AVE BETHESDA MD 20814
PIKE & RANDOLPH BEER & WINE,5408 RANDOLPH RD,rockville,MD,20852,DBW1023430,On/Off-Premise,PIKE & RANDOLPH BEER & WINE,Yes,5408 RANDOLPH RD ROCKVILLE MD 20852
PINES OF ROME,4918 CORDELL AVENUE,bethesda,MD,20814,BBWHR045,On/Off-Premise,"LA TAVERNA, INC.",No,4918 CORDELL AVENUE BETHESDA MD 20814
PINSTRIPES,11920 GRAND PARK AVE,north_bethesda,MD,20852,BBWLHR29538,On Premise,"PINSTRIPES, INC.",No,11920 GRAND PARK AVE NORTH BETHESDA MD 20852
PISCO Y NAZCA CEVICHE GASTROBAR,7401 WOODMONT AVENUE,bethesda,MD,20814,BBWLHR1228504,On Premise,PISCO Y NAZCA BETHESDA LLC,No,7401 WOODMONT AVENUE BETHESDA MD 20814
PIZZA STOP,2231 BEL PRE ROAD,silver_spring,MD,20906,BBWHR1493544,On/Off-Premise,RAMA FOOD LLC,No,2231 BEL PRE ROAD SILVER SPRING MD 20906
PIZZERIA DAMARCO,8008 WOODMONT AVE,bethesda,MD,20814,BBWLHR109,On Premise,"LIONSGATE RESTAURANT, LLC",No,8008 WOODMONT AVE BETHESDA MD 20814
PLANTA,4910 ELM ST #97,bethesda,MD,20814,BDBWL2035545,On/Off-Premise,NEW PLANTA BETHESDA LLC,No,4910 ELM ST #97 BETHESDA MD 20814
PLAZA AZTECA RESTAURANT,10430 AUTO PARK AVE,bethesda,MD,20817,BBWLHR527,On Premise,"CASA AZTECCA RESTAURANT, INC.",No,10430 AUTO PARK AVE BETHESDA MD 20817
PLAZA OAXACA,141 GIBBS ST.,rockville,MD,20850,BBWLHR482315,On Premise,"PLAZA OAXACA, INC.",No,141 GIBBS ST. ROCKVILLE MD 20850
POLLO BRASERO REST. & CARRYOUT,14336 LAYHILL ROAD,silver_spring,MD,20906,HBW246,On Premise,"JULROC, INC.",No,14336 LAYHILL ROAD SILVER SPRING MD 20906
"POOLESVILLE BEER, WINE & DELI",19716 FISHER AVE,poolesville,MD,20837,ABW1766544,Off Premise,JIYONG LLC,Yes,19716 FISHER AVE POOLESVILLE MD 20837
POOLESVILLE GOLF COURSE,16601 WEST WILLARD ROAD,poolesville,MD,20837,BBWLCL084,On Premise,MONTGOMERY COUNTY REVENUE AUTH,No,16601 WEST WILLARD ROAD POOLESVILLE MD 20837
POOLESVILLE GOLF COURSE - CROSSVINES,16601 WEST WILLARD ROAD,poolesville,MD,20837,BBWLCL084,On Premise,MONTGOMERY COUNTY REVENUE AUTH,No,16601 WEST WILLARD ROAD POOLESVILLE MD 20837
POTOMAC BEER & WINE,9700 TRAVILLE GATEWAY DR.,rockville,MD,20850,ABW055,Off Premise,"JINHYE, INC.",Yes,9700 TRAVILLE GATEWAY DR. ROCKVILLE MD 20850
POTOMAC GROCER,10107 RIVER RD.,potomac,MD,20854,DBW95264,On/Off-Premise,"POTOMAC GROCER, LLC",Yes,10107 RIVER RD. POTOMAC MD 20854
POTOMAC OAK MART,12960 TRAVILAH RD.,potomac,MD,20854,ABW485313,Off Premise,"VIDHRU, LLC",Yes,12960 TRAVILAH RD. POTOMAC MD 20854
POTOMAC PIZZA,9812 FALLS ROAD,potomac,MD,20854,BBWLHR132,On Premise,"PIZZA ZONE OF POTOMAC, INC.",No,9812 FALLS ROAD POTOMAC MD 20854
POTOMAC PIZZA - CHEVY CHASE,19 WISCONSIN CIRCLE,chevy_chase,MD,20815,HBWHR411,On Premise,"PIZZA ZONE OF CHEVY CHASE, INC",No,19 WISCONSIN CIRCLE CHEVY CHASE MD 20815
POTOMAC PIZZA - TRAVILLE,9709 TRAVILLE GATEWAY DRIVE,rockville,MD,20850,HBWHR449,On Premise,"PIZZA ZONE OF TRAVILLE, LLC",No,9709 TRAVILLE GATEWAY DRIVE ROCKVILLE MD 20850
POYOTECA,14921 SHADY GROVE RD.,rockville,MD,20850,BBWHR616352,On/Off-Premise,"POYOTECA ROCKVILLE, INC.",No,14921 SHADY GROVE RD. ROCKVILLE MD 20850
PRALINE,"4611 SANGAMORE ROAD, UNIT O",bethesda,MD,20816,BBWLHR408,On Premise,"PRALINE BAKERY, LLC,",No,"4611 SANGAMORE ROAD, UNIT O BETHESDA MD 20816"
PRIME BEER & WINE,12842 NEW HAMPSHIRE AVENUE,silver_spring,MD,20904,ABW1658544,Off Premise,CARLEYS CONVENIENCE STORE LLC,Yes,12842 NEW HAMPSHIRE AVENUE SILVER SPRING MD 20904
PROGRESSIONS SALON SPA STORE,12211 NEBEL STREET,rockville,MD,20852,SCBBWL1760544,On Premise,IAL LLC DBA PROGRESSIONS,No,12211 NEBEL STREET ROCKVILLE MD 20852
PROMENADE MARKET & DELI,5225 POOKS HILL ROAD,bethesda,MD,20814,ABW222,Off Premise,"JAE & KIM, LLC",No,5225 POOKS HILL ROAD BETHESDA MD 20814
PUENTE DE ORO RESTAURANT,11123 VEIRS MILL ROAD,silver_spring,MD,20902,BBWLHR24387,On Premise,"CASTRO & CEDILLOS, INC",No,11123 VEIRS MILL ROAD SILVER SPRING MD 20902
Q BY PETER CHANG,4500 EAST WEST HIGHWAY SUITE 100,bethesda,MD,20814,BBWLHR27709,On Premise,"CHANG'S HOME, LLC",No,4500 EAST WEST HIGHWAY SUITE 100 BETHESDA MD 20814
QUALITY BEER & WINE,13826 OLD COLUMBIA PIKE,silver_spring,MD,20904,ABW1071811,Off Premise,"BONG & KWON, INC",Yes,13826 OLD COLUMBIA PIKE SILVER SPRING MD 20904
QUEEN WINE & BEER,8233 GEORGIA  AVENUE,silver_spring,MD,20910,ABWS1217494,Off Premise,DDT GROUP LLC,Yes,8233 GEORGIA AVENUE SILVER SPRING MD 20910
QUICK STOP BEER & WINE,"21101 FREDERICK ROAD, UNIT A",germantown,MD,20876,ABWS267,Off Premise,"LEW LIQUORS, LLC.",Yes,"21101 FREDERICK ROAD, UNIT A GERMANTOWN MD 20876"
